simplified	pinyin	pos	classifier	definition	new_hsk	sentence_1	translation_1	sentence_2	translation_2	sentence_3	translation_3
引发	yǐn fā	verb		to spark	L6	他的演讲引发了热烈掌声。	His speech sparked enthusiastic applause.	这条新闻引发了广泛关注。	This news sparked widespread attention.	小事也可能引发大问题。	Even small things can spark big problems.
引发	yǐn fā	verb		to trigger	L6	这件事引发了激烈的争论。	This matter triggered a heated debate.	他的话引发了大家的思考。	His words triggered everyone's thinking.	火灾是由电线短路引发的。	The fire was triggered by a short circuit in the wiring.
引入	yǐn rù	verb		to lead into	L6	他把新思想引入课堂。	He led new ideas into the classroom.	这项技术被引入国内市场。	This technology was led into the domestic market.	学校把先进教育方法引入教学。	The school led advanced teaching methods into instruction.
饮用水	yǐn yòng shuǐ	noun		drinking water	L6	这里的饮用水非常干净。	The drinking water here is very clean.	出门要带好饮用水。	Bring drinking water when you go out.	政府保证所有人都有干净的饮用水。	The government guarantees that everyone has clean drinking water.
隐藏	yǐn cáng	verb		to conceal	L6	她把秘密隐藏在心里。	She concealed the secret in her heart.	他隐藏了事实的真相。	He concealed the truth of the facts.	嫌疑人隐藏了重要证据。	The suspect concealed important evidence.
隐藏	yǐn cáng	verb		to hide	L6	他把重要文件隐藏起来。	He hid the important documents.	孩子把礼物隐藏在床底下。	The child hid the gift under the bed.	他试图隐藏自己的真实感受。	He tried to hide his true feelings.
隐私	yǐn sī	noun		privacy	L6	每个人都有保护隐私的权利。	Everyone has the right to protect their privacy.	不要把别人的隐私公开。	Don't make other people's privacy public.	他很注意保护自己的隐私。	He is very careful about protecting his own privacy.
印	yìn	verb, non-predicate adjective, morpheme		to print	L6	他把照片印在纸上。	He printed the photo on paper.	工厂用机器印书。	The factory uses machines to print books.	这件T恤上印了一个图案。	A pattern is printed on this T-shirt.
英雄	yīng xióng	noun	个	hero	L6	他是一个真正的英雄。	He is a true hero.	消防员是保护人们的英雄。	Firefighters are heroes who protect people.	这个故事讲述了一个英雄的经历。	This story tells the experience of a hero.
婴儿	yīng ér	noun	个	infant	L6	这个婴儿出生才三天。	This infant was born only three days ago.	婴儿需要大量的照顾和关爱。	Infants need a lot of care and love.	医院里有很多刚出生的婴儿。	There are many newborn infants in the hospital.
影子	yǐng zi	noun	个	reflection	L6	她看见水中自己的影子。	She saw her own reflection in the water.	镜子里有一个清晰的影子。	There is a clear reflection in the mirror.	月光把树的影子映在湖面上。	The moonlight projected the reflection of the tree onto the lake's surface.
影子	yǐng zi	noun	个	shadow	L6	树的影子落在地上。	The tree's shadow fell on the ground.	下午太阳低，影子变长了。	In the afternoon the sun is low, and the shadow grows long.	他站在灯下，一个影子也没有。	He stood under the light, without a single shadow.
拥挤	yōng jǐ	adjective, verb		crowded	L6	地铁站里非常拥挤。	The subway station is very crowded.	节假日公园里总是很拥挤。	During holidays the park is always very crowded.	这条路太拥挤，换一条走吧。	This road is too crowded; let's take a different one.
拥挤	yōng jǐ	adjective, verb		to jostle	L6	人们在门口拥挤着进入。	People were jostling to get in at the entrance.	他被人群拥挤得站不稳。	He couldn't stand steady from being jostled by the crowd.	大家互相拥挤，场面混乱。	Everyone was jostling each other and the scene was chaotic.
勇于	yǒng yú	verb		to dare to	L6	我们要勇于面对困难。	We must dare to face difficulties.	他勇于承认自己的错误。	He dares to admit his own mistakes.	年轻人要勇于尝试新事物。	Young people should dare to try new things.
涌现	yǒng xiàn	verb		to spring forth	L6	大量优秀人才涌现出来。	A large number of outstanding talents sprang forth.	网上涌现了很多新想法。	Many new ideas sprang forth online.	每年都有新的企业涌现。	New enterprises spring forth every year.
用餐	yòng cān	verb, verbal noun		to dine	L6	请安静，客人正在用餐。	Please be quiet; the guests are dining.	他们在高级餐厅用餐。	They are dining at a high-end restaurant.	用餐时请把手机调成静音。	Please put your phone on silent when dining.
用餐	yòng cān	verb, verbal noun		to eat a meal	L6	全家人一起用餐，很温馨。	The whole family eats a meal together; it's very warm.	他每天在公司食堂用餐。	He eats a meal in the company cafeteria every day.	请在规定时间内用餐。	Please eat your meal within the designated time.
用处	yòng chu	noun	个	usefulness	L6	这本书有很大的用处。	This book is of great usefulness.	学好英语很有用处。	Learning English well is of great usefulness.	这个工具有什么用处？	What usefulness does this tool have?
用功	yòng gōng	adjective, verb		diligent	L6	他学习很用功，成绩很好。	He is very diligent in his studies and gets good grades.	用功的学生更容易成功。	Diligent students find it easier to succeed.	她从小就非常用功。	She has been very diligent since she was young.
用功	yòng gōng	adjective, verb		industrious	L6	他是一个用功的员工。	He is an industrious employee.	用功工作的人值得尊重。	People who work industriously deserve respect.	她用功地完成了每项任务。	She industriously completed every task.
用人	yòng rén	verbal noun, verb		to employ people	L6	公司急需用人，快来应聘。	The company urgently needs to employ people; come apply quickly.	这个部门用人非常谨慎。	This department is very cautious about employing people.	经理善于用人，团队效率很高。	The manager is skilled at employing people, and the team is very efficient.
用心	yòng xīn	adverbial adjective, noun, adjective, verb		attentive	L6	他听课很用心。	He is very attentive in class.	用心听，你会明白的。	Listen attentively and you will understand.	她用心观察每个细节。	She pays attentive attention to every detail.
用心	yòng xīn	adverbial adjective, noun, adjective, verb		diligent	L6	她学习很用心。	She is very diligent in her studies.	他做事用心，从不马虎。	He is diligent in everything and never careless.	用心的学生进步很快。	Diligent students improve quickly.
用心	yòng xīn	adverbial adjective, noun, adjective, verb		motive	L6	他帮助别人的用心是真诚的。	His motive for helping others is sincere.	他帮助她的用心，大家心里都清楚。	Everyone understood his motive for helping her.	大家都能看出他的用心。	Everyone can see his motive.
优化	yōu huà	verb, verbal noun		to optimize	L6	公司决定优化工作流程。	The company decided to optimize its work processes.	我们需要优化这个程序的速度。	We need to optimize the speed of this program.	优化资源分配可以节约成本。	Optimizing resource allocation can save costs.
优先	yōu xiān	verb, verbal noun		to take precedence	L6	安全问题应该优先考虑。	Safety issues should take precedence.	他们优先为老人提供座位。	They gave seats to the elderly, letting them take precedence.	这项任务必须优先完成。	This task must take precedence and be completed first.
优异	yōu yì	adjective		excellent	L6	她的考试成绩优异。	Her exam results are excellent.	他以优异的表现赢得了奖学金。	He won a scholarship with excellent performance.	这位学生各科成绩都很优异。	This student has excellent grades in all subjects.
由来	yóu lái	noun		origin	L6	你知道这个节日的由来吗？	Do you know the origin of this festival?	这个词的由来很有趣。	The origin of this word is very interesting.	老师给我们讲了这个故事的由来。	The teacher told us the origin of this story.
由来	yóu lái	noun		source	L6	这个传说的由来已不可考。	The source of this legend can no longer be traced.	这种习惯的由来是古代风俗。	The source of this habit is ancient custom.	他追寻问题的由来，找到了答案。	He traced the source of the problem and found the answer.
犹如	yóu rú	verb		just like	L6	她唱歌犹如天籁之声。	Her singing is just like the sound of nature.	这里的风景犹如仙境。	The scenery here is just like a fairyland.	他跑步的速度犹如风一样快。	The speed at which he runs is just like the wind.
犹如	yóu rú	verb		similar to	L6	他的表演犹如专业演员。	His performance is similar to that of a professional actor.	这两首歌犹如同一首。	These two songs are similar to one another.	这里的气候犹如南方。	The climate here is similar to the south.
游人	yóu rén	noun		sightseer	L6	景区内游人很多。	There are many sightseers in the scenic area.	游人在公园里拍照留念。	Sightseers take photos as souvenirs in the park.	长城每天吸引大量游人。	The Great Wall attracts a large number of sightseers every day.
有机	yǒu jī	non-predicate adjective, adverb		organic	L6	这家店只卖有机蔬菜。	This shop only sells organic vegetables.	有机食品对健康更好。	Organic food is better for health.	他们的农场采用有机种植方式。	Their farm uses organic growing methods.
有劲	yǒujìn	verb, adjective		to have strength; strong; energetic; vigorous	L6	吃完饭后，他感觉浑身有劲。	After eating, he felt full of energy.	这匹马很有劲，跑得很快。	This horse is very strong and runs very fast.	年轻人就是有劲，干活不知道累。	Young people are energetic — they work without getting tired.
有序	yǒu xù	adjective, adverbial adjective		orderly	L6	车站的人流非常有序。	The flow of people at the station is very orderly.	大家有序地排队等候。	Everyone waited in an orderly queue.	工厂的生产过程非常有序。	The production process in the factory is very orderly.
于	yú	preposition, morpheme		in	L6	他出生于一九九零年。	He was born in 1990.	这本书写于二十世纪初。	This book was written in the early twentieth century.	会议于今天上午九点开始。	The meeting began in the morning at nine o'clock today.
余额	yú é	noun		account balance	L6	我的银行余额不多了。	My account balance is running low.	请查一下账户余额。	Please check the account balance.	他每个月月底余额都是零。	His account balance is always zero at the end of each month.
余额	yú é	noun		balance; remainder	L6	我的银行余额不多了。	My bank balance is running low.	请查一下账户余额。	Please check the account balance.	他每个月月底余额都是零。	His balance is always zero at the end of each month.
与其	yǔ qí	conjunction		rather than	L6	与其等待，不如主动行动。	Rather than waiting, it's better to take the initiative.	与其抱怨，不如想办法解决。	Rather than complaining, it's better to think of a solution.	与其花钱买，不如自己做。	Rather than spending money to buy it, it's better to make it yourself.
羽绒服	yǔ róng fú	noun		down-filled coat	L6	冬天我穿羽绒服，很暖和。	In winter I wear a down-filled coat — it's very warm.	她买了一件新羽绒服。	She bought a new down-filled coat.	北方冬天离不开羽绒服。	In northern winters you can't do without a down-filled coat.
浴室	yù shì	noun	间	full bathroom	L6	这间浴室很干净。	This bathroom is very clean.	我家有两间浴室。	My home has two full bathrooms.	请问浴室在哪里？	Excuse me, where is the bathroom?
预定	yù dìng	verb, verbal noun		to schedule	L6	会议预定在周五下午。	The meeting is scheduled for Friday afternoon.	我们预定了三点开始。	We scheduled it to begin at three o'clock.	活动已经预定好了。	The event has already been scheduled.
预料	yù liào	verb, verbal noun		to forecast	L6	专家预料明天会下雨。	The expert forecasts it will rain tomorrow.	他们预料经济会增长。	They forecast that the economy will grow.	很难预料未来的变化。	It is hard to forecast future changes.
预料	yù liào	verb, verbal noun		to predict	L6	没有人能预料结果。	Nobody can predict the outcome.	科学家预料了这次地震。	Scientists predicted this earthquake.	他预料到了困难。	He predicted the difficulties.
预期	yù qī	verb, verbal noun		to expect	L6	我们预期项目按时完成。	We expect the project to be completed on time.	销售额超出了预期。	Sales exceeded what we expected.	他预期会通过考试。	He expected to pass the exam.
欲望	yù wàng	noun		craving	L6	他对甜食的欲望很强。	His craving for sweets is very strong.	压力大时容易产生欲望。	When under stress, cravings arise easily.	她努力克制欲望。	She worked hard to suppress her craving.
欲望	yù wàng	noun		desire	L6	他对权力有强烈的欲望。	He has a strong desire for power.	控制欲望并不容易。	Controlling one's desires is not easy.	欲望让他做了错误的决定。	Desire led him to make the wrong decision.
元素	yuán sù	noun		chemical element	L6	氧是一种重要的元素。	Oxygen is an important chemical element.	元素周期表列出了所有元素。	The periodic table lists all chemical elements.	铁是金属元素之一。	Iron is one of the metallic chemical elements.
元宵	yuánxiāo	noun	个	Lantern Festival (15th day of the 1st lunar month); glutinous rice ball	L6	元宵节那天，家家户户吃元宵。	On the Lantern Festival, every household eats glutinous rice balls.	妈妈包了一个元宵给我尝。	Mom made a glutinous rice ball for me to taste.	元宵是正月十五的传统食品。	Yuanxiao is a traditional food eaten on the 15th day of the first lunar month.
园林	yuán lín	noun		garden	L6	这座园林非常美丽。	This garden is very beautiful.	苏州的园林闻名世界。	Suzhou's gardens are world-famous.	他在园林里散步。	He took a walk in the garden.
原本	yuán běn	adverb, noun		original work (from which translations, adaptations, etc. have been made)	L6	这部电影根据原本改编。	This film is adapted from the original work.	翻译要忠实于原本。	A translation must be faithful to the original work.	我更喜欢读原本。	I prefer to read the original work.
原本	yuán běn	adverb, noun		originally	L6	这里原本是一片森林。	This place was originally a forest.	他原本打算早点走。	He had originally planned to leave early.	原本这条路是通的。	Originally this road was open.
原材料	yuán cái liào	noun		raw materials	L6	工厂需要大量原材料。	The factory needs a large amount of raw materials.	原材料价格上涨了。	The price of raw materials has risen.	我们从国外进口原材料。	We import raw materials from abroad.
原理	yuán lǐ	noun		principle	L6	他解释了这台机器的原理。	He explained the principle behind this machine.	物理原理很重要。	Physics principles are very important.	这个发明基于简单的原理。	This invention is based on a simple principle.
原理	yuán lǐ	noun		tenet	L6	这是我们党的基本原理。	This is a fundamental tenet of our party.	他坚守自己的原理。	He holds firmly to his own tenets.	这些原理指导我们的行动。	These tenets guide our actions.
原料	yuán liào	noun		raw material	L6	面包的主要原料是面粉。	The main raw material for bread is flour.	这种原料很难找到。	This raw material is hard to find.	工厂正在寻找新原料。	The factory is looking for new raw materials.
原始	yuán shǐ	adjective		firsthand	L6	这是原始记录，非常可靠。	This is a firsthand record, very reliable.	研究者收集了原始资料。	The researchers collected firsthand materials.	原始报告比总结更准确。	Firsthand reports are more accurate than summaries.
原始	yuán shǐ	adjective		original	L6	请保存原始文件。	Please save the original file.	我想看原始数据。	I want to see the original data.	这是合同的原始版本。	This is the original version of the contract.
原始	yuán shǐ	adjective		primeval	L6	这片原始森林很壮观。	This primeval forest is magnificent.	原始自然让人感到自由。	Primeval nature makes people feel free.	我们要保护原始环境。	We must protect the primeval environment.
原始	yuán shǐ	adjective		primitive	L6	原始人住在山洞里。	Primitive people lived in caves.	这个地区还很原始。	This area is still quite primitive.	原始社会没有文字。	Primitive society had no writing.
原先	yuán xiān	adverb, non-predicate adjective		former	L6	他回到了原先住的地方。	He returned to where he formerly lived.	原先的计划已经改变了。	The former plan has already changed.	原先他在北京工作。	Formerly he worked in Beijing.
原先	yuán xiān	adverb, non-predicate adjective		original	L6	我们恢复了原先的方案。	We restored the original plan.	请按照原先的设计来做。	Please follow the original design.	原先的想法其实更好。	The original idea was actually better.
圆满	yuán mǎn	adjective, adverbial adjective		satisfactory	L6	比赛结果非常圆满。	The competition results were very satisfactory.	婚礼举办得很圆满。	The wedding was held in a very satisfactory manner.	任务圆满完成了。	The task was completed satisfactorily.
源于	yuán yú	verb		to originate from	L6	这个传说源于古代故事。	This legend originates from an ancient story.	这个习惯源于中国文化。	This custom originates from Chinese culture.	问题源于沟通不足。	The problem originates from insufficient communication.
远程	yuǎn chéng	non-predicate adjective, adverb		long-distance	L6	他们进行了远程会议。	They held a long-distance meeting.	远程工作越来越普遍。	Long-distance work is becoming more and more common.	这项技术支持远程控制。	This technology supports long-distance control.
远方	yuǎn fāng	place word		a distant location	L6	她的家在远方。	Her home is in a distant location.	他望着远方发呆。	He stared off into the distance in a daze.	远方传来了歌声。	Singing drifted over from a distant location.
约束	yuē shù	verbal noun, verb		to constrain	L6	规则约束了他的自由。	Rules constrained his freedom.	预算约束了项目的规模。	The budget constrained the scale of the project.	他感到被工作约束住了。	He felt constrained by his work.
约束	yuē shù	verbal noun, verb		to restrict	L6	法律约束人们的行为。	Laws restrict people's behavior.	合同约束双方的权利。	The contract restricts the rights of both parties.	规定约束了我们的选择。	Regulations have restricted our choices.
月光	yuèguāng	noun		moonlight	L6	月光照在湖面上，很美。	The moonlight shining on the lake is beautiful.	在月光下散步让人感到平静。	Walking in the moonlight makes one feel calm.	皎洁的月光透过窗户照进来。	The bright moonlight shone in through the window.
月球	yuè qiú	noun		the Moon	L6	人类第一次登上了月球。	Humans set foot on the Moon for the first time.	月球上没有空气。	There is no air on the Moon.	月球绕着地球转。	The Moon revolves around the Earth.
晕	yūn	verb		dizzy	L6	坐船时我感到很晕。	When riding a boat I feel very dizzy.	他头晕，需要休息。	He is dizzy and needs to rest.	站起来太快会觉得晕。	Standing up too fast can make you feel dizzy.
晕	yūn	verb		to faint	L6	她因为太热而晕了。	She fainted because it was too hot.	他看到血就晕过去了。	He fainted when he saw blood.	病人突然晕倒了。	The patient suddenly fainted.
晕车	yūn chē	verb		to be carsick	L6	我坐长途车会晕车。	I get carsick on long-distance buses.	她晕车，不想坐车。	She gets carsick and doesn't want to ride in the car.	他晕车，所以选择坐飞机。	He gets carsick, so he chose to fly instead.
运行	yùn xíng	verb, verbal noun		to be in motion	L6	机器一直在运行。	The machine has been in motion the whole time.	系统正常运行中。	The system is currently in normal motion.	车轮不停地运行。	The wheels are continuously in motion.
运行	yùn xíng	verb, verbal noun		to move	L6	地球绕太阳运行。	The Earth moves around the Sun.	火车按时运行。	The train moves on schedule.	星星在宇宙中运行。	Stars move through the universe.
运行	yùn xíng	verb, verbal noun		to run (a computer program)	L6	程序正在运行，请等待。	The program is running, please wait.	这个软件在我的电脑上无法运行。	This software cannot run on my computer.	他让程序运行了一整夜。	He let the program run all night.
运送	yùn sòng	verb, verbal noun		to transport	L6	货物用卡车运送到城市。	The goods were transported to the city by truck.	公司每天运送很多包裹。	The company transports many parcels every day.	物资被运送到灾区。	Supplies were transported to the disaster zone.
运营	yùn yíng	verbal noun, verb		to operate	L6	他学会了如何运营一家餐厅。	He learned how to operate a restaurant.	这条线路由私人公司运营。	This route is operated by a private company.	工厂由政府运营。	The factory is operated by the government.
运营	yùn yíng	verbal noun, verb		to run	L6	她负责运营公司的网站。	She is responsible for running the company website.	这家店已经运营了十年。	This shop has been running for ten years.	新团队开始运营这个项目。	The new team began running this project.
杂	zá	adjective, adverbial adjective, verb		miscellaneous	L6	桌上放着一些杂东西。	There are some miscellaneous things on the table.	他处理了很多杂事。	He dealt with many miscellaneous matters.	抽屉里有很多杂物。	There are many miscellaneous items in the drawer.
杂	zá	adjective, adverbial adjective, verb		mixed	L6	这道菜的味道很杂。	The flavors in this dish are very mixed.	他的心情很杂，难以形容。	His feelings were very mixed and hard to describe.	人群很杂，来自各地。	The crowd was mixed, coming from all over.
灾	zāi	noun		calamity	L6	地震带来了巨大的灾。	The earthquake brought tremendous calamity.	战争是最大的灾之一。	War is one of the greatest calamities.	人们努力避免灾的发生。	People work hard to prevent calamity from occurring.
灾	zāi	noun		disaster	L6	洪水是一种严重的灾。	Flooding is a serious disaster.	这场大火造成了很大的灾。	This great fire caused terrible disaster.	农民害怕遭受灾。	Farmers fear suffering a disaster.
灾害	zāi hài	noun	个	disaster	L6	这个灾害造成了很多伤亡。	This disaster caused many casualties.	每个灾害都需要及时应对。	Every disaster needs to be responded to promptly.	政府帮助人们应对灾害。	The government helps people cope with disasters.
灾难	zāi nàn	noun		catastrophe	L6	这件事对他来说是一场灾难。	This matter was a catastrophe for him.	环境污染可能带来生态灾难。	Environmental pollution could bring ecological catastrophe.	这次失败对公司是一场灾难。	This failure was a catastrophe for the company.
灾难	zāi nàn	noun		disaster	L6	这场地震是一场巨大的灾难。	This earthquake was a great disaster.	战争给人民带来灾难。	War brings disaster to the people.	洪水造成了严重的灾难。	The flood caused a serious disaster.
灾区	zāi qū	noun		disaster zone	L6	志愿者前往灾区帮助。	Volunteers went to the disaster zone to help.	物资运送到了灾区。	Supplies were sent to the disaster zone.	灾区的人们需要帮助。	The people in the disaster zone need help.
再三	zài sān	adverb		over and over again	L6	他再三强调安全问题。	He emphasized the safety issue over and over again.	老师再三提醒我们复习。	The teacher reminded us over and over again to review.	她再三道歉，终于被原谅了。	She apologized over and over again and was finally forgiven.
再生	zài shēng	verb, verbal noun		to regenerate	L6	皮肤细胞能够再生。	Skin cells are able to regenerate.	这种植物被砍后还能再生。	This plant can regenerate after being cut down.	科学家研究如何让组织再生。	Scientists study how to make tissue regenerate.
在意	zài yì	verb		to care about	L6	她不在意别人的看法。	She doesn't care about other people's opinions.	他很在意朋友的感受。	He cares a lot about his friend's feelings.	你不用那么在意结果。	You don't need to care so much about the result.
赞赏	zàn shǎng	verb, verbal noun		to appreciate	L6	我很赞赏他的努力。	I really appreciate his effort.	老师赞赏了她的回答。	The teacher appreciated her answer.	大家都赞赏他的才华。	Everyone appreciates his talent.
赞同	zàn tóng	verb, verbal noun		to approve	L6	我赞同他的意见。	I approve of his opinion.	大家都赞同这个计划。	Everyone approves of this plan.	她赞同老师的做法。	She approves of the teacher's approach.
赞同	zàn tóng	verb, verbal noun		to endorse	L6	他公开赞同这项政策。	He publicly endorsed this policy.	我赞同你的想法。	I endorse your idea.	委员会赞同了新方案。	The committee endorsed the new proposal.
遭到	zāo dào	verb		to meet with (something unfortunate)	L6	他出门遭到了大雨。	He went outside and met with a heavy rain.	她遭到了不公平的对待。	She met with unfair treatment.	他们遭到了意外的困难。	They met with unexpected difficulties.
遭到	zāo dào	verb		to suffer	L6	他的提案遭到了批评。	His proposal suffered criticism.	工厂遭到了严重处罚。	The factory suffered severe punishment.	这部电影遭到了观众的反对。	This film suffered opposition from the audience.
遭受	zāo shòu	verb		to suffer	L6	他遭受了很大的损失。	He suffered a great loss.	这个地区遭受了严重的洪灾。	This region suffered a serious flood disaster.	她遭受了病痛的折磨。	She suffered the torment of illness.
遭受	zāo shòu	verb		to sustain	L6	桥梁遭受了严重损坏。	The bridge sustained serious damage.	他遭受了不必要的指责。	He sustained unnecessary blame.	建筑遭受了地震的破坏。	The building sustained damage from the earthquake.
遭遇	zāo yù	noun, verb		to meet with (something unfortunate)	L6	她遭遇了意外事故。	She met with an unexpected accident.	他在旅途中遭遇了麻烦。	He met with trouble during the journey.	他们遭遇了严重的风暴。	They met with a severe storm.
造型	zào xíng	noun		to model	L6	艺术家用泥土造型。	The artist modeled with clay.	他擅长用金属造型。	He is skilled at modeling with metal.	学生们学习如何造型。	The students learn how to model.
造型	zào xíng	noun		to mold	L6	工人用模具造型零件。	Workers mold parts with molds.	他用蜡为孩子造型了一只小船。	He molded a small boat out of wax for a child.	他用蜡造型了一只鸟。	He molded a bird out of wax.
噪声	zào shēng	noun		noise	L6	工厂附近的噪声很大。	The noise near the factory is very loud.	噪声会影响睡眠质量。	Noise can affect sleep quality.	城市里的噪声让人烦躁。	The noise in the city makes people irritable.
噪声	zào shēng	noun		racket	L6	楼上的噪声吵醒了我。	The racket upstairs woke me up.	孩子们的噪声让人头疼。	The racket from the children gives people headaches.	请停止这种噪声！	Please stop this racket!
则	zé	adverb, conjunction, classifier, morpheme		in that case	L6	下雨了，则不能出门。	It is raining — in that case we cannot go out.	没有钱，则无法旅行。	Without money, in that case travel is impossible.	时间太晚，则明天再说。	It is too late — in that case we'll talk tomorrow.
则	zé	adverb, conjunction, classifier, morpheme		measure word for written items	L6	他写了三则日记。	He wrote three diary entries.	报纸上有一则新闻。	There is one news item in the newspaper.	老师布置了两则故事。	The teacher assigned two story passages.
扎	zhā	verb		to bind	L6	工人把木头扎成一捆。	The workers bound the wood into a bundle.	他把报纸扎好放在门口。	He bound the newspapers and placed them by the door.	请把这些电线扎起来。	Please bind these wires together.
扎	zhā	verb		to plunge into	L6	他扎进水里游泳。	He plunged into the water to swim.	她扎进书堆里学习。	She plunged into her pile of books to study.	战士们扎进了战场。	The soldiers plunged into the battlefield.
粘	nián	verb		to adhere	L6	贴纸能粘在玻璃上。	Stickers can adhere to glass.	胶水让两块木头粘在一起。	Glue makes two pieces of wood adhere together.	这种材料容易粘。	This material adheres easily.
粘	nián	verb		to stick to	L6	糖粘在了他手上。	The candy stuck to his hand.	胶带粘在纸上不好撕开。	Tape that has stuck to paper is hard to peel off.	油漆粘在衣服上洗不掉。	Paint that has stuck to clothes cannot be washed off.
粘贴	zhāntiē	verb		to paste; to stick; to glue	L6	他把照片粘贴在本子上。	He pasted the photos onto the notebook.	请把这段文字复制粘贴到文件里。	Please copy and paste this text into the document.	孩子们在粘贴剪纸作品。	The children are pasting paper-cutting works.
崭新	zhǎn xīn	non-predicate adjective		brand new	L6	他买了一台崭新的电脑。	He bought a brand new computer.	工厂生产出崭新的产品。	The factory produced brand new products.	她穿了一件崭新的衬衫。	She wore a brand new shirt.
占比	zhànbǐ	noun		proportion; percentage share	L6	女性员工的占比超过了一半。	The proportion of female employees exceeds half.	这个产品在市场中的占比很高。	This product has a high percentage share of the market.	年轻用户的占比逐年增加。	The proportion of young users increases year by year.
占据	zhàn jù	verb		to occupy	L6	他们占据了山顶。	They occupied the mountaintop.	这栋楼占据了很大的空间。	This building occupies a large space.	敌人占据了城市。	The enemy occupied the city.
占有	zhàn yǒu	verb, verbal noun		to occupy	L6	他们占有大量资源。	They occupy a large amount of resources.	这家公司占有重要的市场份额。	This company occupies an important market share.	他占有这块土地多年了。	He has occupied this land for many years.
战斗	zhàn dòu	verb, verbal noun	场, 次	to battle	L6	他们展开了一次激烈的战斗。	They launched a fierce battle.	双方战斗了一整天。	Both sides battled for an entire day.	士兵们战斗到天亮。	The soldiers battled until dawn.
战斗	zhàn dòu	verb, verbal noun	场, 次	to fight	L6	双方进行了一场战斗。	Both sides engaged in a fight.	战士们勇敢地战斗。	The soldiers fought bravely.	他们为自由而战斗。	They fought for freedom.
战胜	zhàn shèng	verb		to defeat	L6	我们队战胜了对手。	Our team defeated the opponent.	他努力战胜了困难。	He worked hard to defeat the difficulties.	她战胜了自己的恐惧。	She defeated her own fear.
战争	zhàn zhēng	noun	场, 次	war	L6	战争给人们带来了痛苦。	War brought suffering to the people.	这场战争持续了多年。	This war lasted many years.	人类要努力避免战争。	Humanity must work hard to avoid war.
章	zhāng	classifier, noun		chapter	L6	这本书共有十章。	This book has ten chapters in total.	请阅读第三章。	Please read Chapter Three.	第一章介绍了背景。	The first chapter introduces the background.
章	zhāng	classifier, noun		section	L6	报告分为三章。	The report is divided into three sections.	第二章讨论了主要问题。	The second section discusses the main issues.	这一章内容很重要。	The content of this section is very important.
长辈	zhǎng bèi	noun		elders	L6	我们要尊重长辈。	We must respect our elders.	她经常帮助家里的长辈。	She often helps the elders in the family.	长辈的经验值得学习。	The experience of elders is worth learning from.
长短	cháng duǎn	noun		good and bad	L6	他喜欢议论别人的长短。	He likes to talk about people's good and bad points.	每个方案都有长短。	Every plan has its good and bad points.	不要随便说别人的长短。	Don't casually talk about others' good and bad points.
长短	cháng duǎn	noun		length	L6	请测量一下这条裤子的长短。	Please measure the length of these trousers.	这根木棍长短合适。	The length of this stick is just right.	两根绳子的长短不一样。	The two ropes are different in length.
长寿	cháng shòu	adjective, adjective-noun, proper noun (place)		longevity	L6	健康的生活方式有助于长寿。	A healthy lifestyle contributes to longevity.	科学家研究长寿的秘密。	Scientists study the secrets of longevity.	祝您健康长寿！	Wishing you health and longevity!
账单	zhàng dān	noun		bill	L6	服务员拿来了账单。	The waiter brought the bill.	请结账，给我账单。	Please check out — give me the bill.	他仔细查看了账单。	He carefully checked the bill.
账单	zhàng dān	noun		invoice	L6	公司寄来了一张账单。	The company sent an invoice.	请在账单上签名。	Please sign the invoice.	他核对了账单上的金额。	He verified the amount on the invoice.
障碍	zhàng ài	noun		obstacle	L6	噪音对他的思考造成了障碍。	The noise created an obstacle to his thinking.	语言不通对交流造成了障碍。	The language difference created an obstacle to communication.	信号不好对通话造成了障碍。	Poor signal created an obstacle to the call.
招	zhāo	verb, classifier, noun		to attract	L6	鲜花招来了很多蜜蜂。	The flowers attracted many bees.	好音乐招来了很多观众。	Good music attracted many audience members.	她的笑容招来了大家的注意。	Her smile attracted everyone's attention.
招	zhāo	verb, classifier, noun		to beckon	L6	他向我招了招手。	He beckoned to me with his hand.	老师招学生过来。	The teacher beckoned the student to come over.	她在门口招我进去。	She beckoned me inside from the doorway.
招	zhāo	verb, classifier, noun		to confess	L6	犯人终于招了。	The criminal finally confessed.	他拒绝招，一直沉默。	He refused to confess and stayed silent.	警察问了很久，他才招。	The police questioned him for a long time before he confessed.
招	zhāo	verb, classifier, noun		to provoke	L6	他说话总是招麻烦。	The way he talks always provokes trouble.	这种行为会招人不满。	This kind of behavior will provoke people's dissatisfaction.	别乱说话，招事！	Don't talk carelessly — you'll provoke trouble!
招待	zhāo dài	verb, verbal noun		to entertain	L6	他们热情地招待了客人。	They warmly entertained the guests.	公司招待了来访的代表团。	The company entertained the visiting delegation.	我们用美食招待朋友。	We entertained friends with good food.
招待	zhāo dài	verb, verbal noun		to serve	L6	服务员招待顾客非常热情。	The waiter served the customers very warmly.	她在餐厅招待客人。	She serves guests at the restaurant.	请好好招待每位客人。	Please serve every guest well.
招生	zhāo shēng	verbal noun, verb		to enroll new students	L6	这所大学今年开始招生了。	This university has started enrolling new students this year.	学校正在招生，欢迎报名。	The school is enrolling new students; applications are welcome.	他们面向全国招生。	They enroll new students from across the country.
